parent_agency,agency,acronym,presidential_year,final_rules,proposed_rules
agriculture-department,food-safety-and-inspection-service,FSIS,2004,8,6
agriculture-department,food-safety-and-inspection-service,FSIS,2005,9,10
agriculture-department,food-safety-and-inspection-service,FSIS,2006,6,4
agriculture-department,food-safety-and-inspection-service,FSIS,2007,4,3
agriculture-department,food-safety-and-inspection-service,FSIS,2008,7,1
agriculture-department,food-safety-and-inspection-service,FSIS,2009,4,6
agriculture-department,food-safety-and-inspection-service,FSIS,2010,3,3
agriculture-department,food-safety-and-inspection-service,FSIS,2011,6,10
agriculture-department,food-safety-and-inspection-service,FSIS,2012,6,8
agriculture-department,food-safety-and-inspection-service,FSIS,2013,5,4
agriculture-department,food-safety-and-inspection-service,FSIS,2014,7,3
agriculture-department,food-safety-and-inspection-service,FSIS,2015,7,3
agriculture-department,food-safety-and-inspection-service,FSIS,2016,8,4
agriculture-department,food-safety-and-inspection-service,FSIS,2017,6,2
agriculture-department,food-safety-and-inspection-service,FSIS,2018,2,8
agriculture-department,food-safety-and-inspection-service,FSIS,2019,10,2
agriculture-department,food-safety-and-inspection-service,FSIS,2020,2,5
agriculture-department,food-safety-and-inspection-service,FSIS,2021,2,5
agriculture-department,food-safety-and-inspection-service,FSIS,2022,6,2
agriculture-department,food-safety-and-inspection-service,FSIS,2023,1,2
agriculture-department,foreign-agricultural-service,FAS,1995,1,0
agriculture-department,foreign-agricultural-service,FAS,1996,1,1
agriculture-department,foreign-agricultural-service,FAS,1997,0,0
agriculture-department,foreign-agricultural-service,FAS,1998,0,0
agriculture-department,foreign-agricultural-service,FAS,1999,2,1
agriculture-department,foreign-agricultural-service,FAS,2000,0,0
agriculture-department,foreign-agricultural-service,FAS,2001,0,0
agriculture-department,foreign-agricultural-service,FAS,2002,0,0
agriculture-department,foreign-agricultural-service,FAS,2003,3,4
agriculture-department,foreign-agricultural-service,FAS,2004,1,1
